Traffic_Level,ID,Delivery_person_ID,weather_description,Type_of_order,Type_of_vehicle,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,temperature,humidity,precipitation,Distance (km),TARGET
Moderate,5560,MUMRES010DEL03,smoke,Buffet,motorcycle,36,5,19.003.517,7.282.765,19.033.517,7.285.765,28,57,0,08.02,31.8
Moderate,C7D7,ALHRES16DEL01,clear sky,Snack,electric_scooter,29,4.6,25.450.377,81.834.236,25.490.377,81.874.236,25.38,43,0,9.51,2.836.666.667
Moderate,9C1A,COIMBRES11DEL02,haze,Drinks,scooter,32,4.9,11.001.753,76.986.241,11.051.753,77.036.241,25.92,73,0,10.36,34.4
Moderate,893E,JAPRES14DEL03,haze,Buffet,motorcycle,29,4.6,2.688.842,75.800.689,2.691.842,75.830.689,23.56,46,0,5.35,25.05
Moderate,88A9,JAPRES11DEL02,haze,Meal,motorcycle,25,4.7,2.690.294,75.793.007,2.695.294,75.843.007,23.77,46,0,9.12,31.4
Moderate,7FA,COIMBRES06DEL03,haze,Drinks,scooter,29,4.9,11.021.278,76.995.017,11.081.278,77.055.017,25.97,73,0,12.91,39.3
Moderate,6427,VADRES03DEL03,haze,Snack,motorcycle,20,4.8,22.32,73.17,22.38,73.23,23.99,64,0,11.19,2.831.666.667
Moderate,D1D3,KOCRES14DEL03,light rain,Meal,scooter,24,4.6,10.027.014,76.308.053,10.087.014,76.368.053,24.87,87,0.41,13.36,#N/A
Moderate,AF32,JAPRES04DEL02,haze,Buffet,motorcycle,35,4.5,26.902.328,75.794.257,26.952.328,75.844.257,23.77,46,0,9.22,3.281.666.667
Moderate,D982,AURGRES19DEL01,haze,Snack,motorcycle,38,4.3,19.866.969,75.318.894,19.906.969,75.358.894,21.85,60,0,9.8,3.163.333.333
Moderate,61B,INDORES15DEL02,haze,Drinks,scooter,29,4.6,22.760.072,75.892.574,22.810.072,75.942.574,22.14,60,0,11.03,3.713.333.333
Moderate,AA26,JAPRES02DEL02,haze,Buffet,motorcycle,26,4.8,26.914.142,75.805.704,26.964.142,75.855.704,23.67,46,0,8.28,31.15
Moderate,2D67,CHENRES16DEL01,mist,Drinks,motorcycle,29,4.9,13.049.645,80.242.268,13.089.645,80.282.268,28.29,82,0,8.11,3.383.333.333
Moderate,307E,SURRES03DEL01,clear sky,Drinks,motorcycle,35,4.9,21.186.884,72.793.616,21.256.884,72.863.616,24.93,44,0,11.52,3.923.333.333
Moderate,3A7E,MYSRES20DEL01,clear sky,Meal,motorcycle,25,4.5,12.337.978,76.616.792,12.447.978,76.726.792,20.54,68,0,20.5,2.788.333.333
Moderate,B4D5,INDORES17DEL03,haze,Buffet,motorcycle,21,4.5,22.761.226,75.887.522,22.821.226,75.947.522,22.14,60,0,11.1,29.45
Moderate,B10B,CHENRES01DEL02,mist,Snack,scooter,23,5,13.005.801,80.250.744,13.055.801,80.300.744,28.46,81,0,9.26,3.628.333.333
Moderate,1.00E+21,MYSRES06DEL01,clear sky,Drinks,motorcycle,34,5,12.323.994,76.626.167,12.363.994,76.666.167,20.72,68,0,8.46,32.65
Moderate,1B29,HYDRES17DEL01,haze,Meal,motorcycle,36,4.9,17.451.976,78.385.883,17.491.976,78.425.883,22.9,60,0,10.64,2.921.666.667
Moderate,6B0F,INDORES16DEL02,haze,Drinks,motorcycle,30,4.8,22.744.648,75.894.377,22.794.648,75.944.377,22.13,60,0,12.03,39.4
Moderate,52AB,CHENRES03DEL03,mist,Drinks,scooter,30,4.8,13.091.809,80.219.104,13.121.809,80.249.104,28.24,82,0,6.67,4.021.666.667
Moderate,3754,JAPRES07DEL03,haze,Snack,motorcycle,39,4.5,26.766.536,75.837.333,26.826.536,75.897.333,24.14,46,0,10.76,27.15
Moderate,6827,BANGRES17DEL01,haze,Snack,motorcycle,23,4.9,12.972.532,77.608.179,13.012.532,77.648.179,22.77,72,0,7,3.498.333.333
Moderate,7B01,INDORES13DEL02,haze,Snack,motorcycle,23,4.8,22.745.049,75.892.471,22.795.049,75.942.471,22.14,60,0,11.78,33.45
Moderate,C6FF,LUDHRES19DEL02,clear sky,Snack,scooter,20,4.8,30.902.872,75.826.808,30.952.872,75.876.808,23.76,39,0,11.59,3.398.333.333
Moderate,5794,HYDRES08DEL03,haze,Meal,scooter,27,4.6,17.438.263,78.397.865,17.468.263,78.427.865,22.92,60,0,7.63,24.3
Moderate,D5D6,KOLRES05DEL03,haze,Buffet,motorcycle,28,4.5,22.527.893,88.368.628,22.557.893,88.398.628,28,65,0,7.29,2.463.333.333
Moderate,1914,CHENRES16DEL02,mist,Meal,motorcycle,39,4.3,13.049.645,80.242.268,13.099.645,80.292.268,28.29,82,0,9.12,2.523.333.333
Moderate,6ED5,RANCHIRES07DEL02,mist,Buffet,scooter,22,5,23.359.407,85.325.055,23.379.407,85.345.055,20.08,83,0,3.87,2.601.666.667
Moderate,5962,MUMRES04DEL01,clear sky,Snack,scooter,22,4.6,19.254.567,72.848.923,19.294.567,72.888.923,28.01,56,0,7.71,3.438.333.333
Moderate,7BD8,VADRES05DEL03,haze,Snack,motorcycle,29,5,22.310.526,73.170.937,22.370.526,73.230.937,24.01,64,0,13.47,35.15
Moderate,8.00E+35,JAPRES01DEL02,haze,Meal,electric_scooter,29,4.5,2.690.519,75.810.753,2.695.519,75.860.753,23.67,46,0,9.52,3.033.333.333
Moderate,20ED,SURRES16DEL01,mist,Snack,motorcycle,27,4.9,21.160.437,72.774.209,21.200.437,72.814.209,24.99,73,0,8.82,3.038.333.333
Moderate,9F5C,HYDRES04DEL03,haze,Snack,scooter,22,4.8,17.411.028,78.329.645,17.471.028,78.389.645,22.77,60,0,16.2,31.7
Moderate,AF02,CHENRES20DEL02,mist,Drinks,scooter,24,4.8,12.975.996,80.221.898,13.025.996,80.271.898,28.49,81,0,11.13,38.35
Moderate,9F6F,MUMRES16DEL03,smoke,Buffet,scooter,37,4.9,19.120.083,72.907.385,19.180.083,72.967.385,27.99,57,0,11.65,3.303.333.333
Moderate,6A43,MYSRES05DEL01,clear sky,Buffet,motorcycle,28,4.6,12.323.978,76.627.961,12.363.978,76.667.961,20.72,68,0,10.51,2.993.333.333
Moderate,7EB6,MYSRES04DEL02,clear sky,Meal,motorcycle,35,5,12.3085,76.665.808,12.3585,76.715.808,20.34,68,0,8.92,2.603.333.333
Moderate,46DB,COIMBRES09DEL01,haze,Buffet,motorcycle,27,4.6,11.008.638,76.984.311,11.048.638,77.024.311,25.86,73,0,9.23,27.8
Moderate,C337,KOCRES17DEL03,light rain,Drinks,scooter,32,4.8,9.959.778,76.296.106,9.989.778,76.326.106,25.88,82,0.41,7.18,#N/A
Moderate,B383,MUMRES07DEL02,smoke,Meal,scooter,20,4.7,19.091.458,72.827.808,19.111.458,72.847.808,27.97,57,0,5.54,30.1
Moderate,8064,MUMRES09DEL03,smoke,Snack,motorcycle,35,4.8,18.994.049,72.825.203,19.054.049,72.885.203,28.01,57,0,14.07,3.943.333.333
Moderate,1C02,INDORES04DEL02,clear sky,Meal,motorcycle,20,4.5,22.753.659,75.903.365,22.833.659,75.983.365,22.25,44,0,16.63,3.073.333.333
Moderate,BEE8,BANGRES04DEL01,haze,Snack,motorcycle,20,4.8,1.298.041,77.640.489,1.302.041,77.680.489,22.65,73,0,8.24,3.228.333.333
Moderate,2CF5,PUNERES17DEL01,clear sky,Drinks,electric_scooter,36,4.1,18.530.963,73.828.972,18.570.963,73.868.972,22.95,49,0,10.74,39.3
Moderate,9218,INDORES04DEL02,clear sky,Snack,motorcycle,30,4.6,22.753.659,75.903.365,22.833.659,75.983.365,22.25,44,0,16.63,3.456.666.667
Moderate,9D84,COIMBRES08DEL01,haze,Meal,motorcycle,33,4.6,11.001.852,76.976.268,11.041.852,77.016.268,25.89,73,0,8.14,27.55
Moderate,3D7E,HYDRES14DEL03,haze,Snack,scooter,24,4.6,17.426.228,78.407.495,17.456.228,78.437.495,22.94,60,0,08.03,3.013.333.333
Moderate,1360,SURRES01DEL03,mist,Drinks,motorcycle,21,4.7,21.186.438,72.794.115,21.246.438,72.854.115,24.95,73,0,10.37,3.873.333.333
Moderate,5F70,INDORES010DEL01,clear sky,Buffet,electric_scooter,28,4.6,2.275.004,75.902.847,2.282.004,75.972.847,22.23,44,0,15.1,2.693.333.333
Moderate,BD9C,VADRES01DEL03,haze,Snack,motorcycle,24,4.9,22.307.898,73.167.788,22.367.898,73.227.788,24.01,64,0,13.47,3.543.333.333
Moderate,B495,BANGRES08DEL03,haze,Snack,scooter,35,4.6,12.906.229,77.596.791,12.936.229,77.626.791,23.37,71,0,6.35,26.8
Moderate,4C0C,COIMBRES01DEL01,haze,Meal,scooter,29,4.8,11.016.298,76.972.076,11.056.298,77.012.076,25.88,73,0,9.45,27.1
Moderate,7F0D,BANGRES01DEL03,haze,Meal,scooter,26,4.8,12.933.284,77.615.428,12.963.284,77.645.428,23.33,72,0,7.34,2.803.333.333
Moderate,95F,JAPRES03DEL02,haze,Drinks,electric_scooter,29,4.6,26.913.483,75.803.139,26.963.483,75.853.139,23.67,46,0,8.53,3.863.333.333
Moderate,1DC0,INDORES12DEL01,haze,Buffet,motorcycle,32,4.9,2.274.806,758.934,2.278.806,759.334,22.12,60,0,10.55,25.95
Moderate,6603,CHENRES14DEL03,mist,Meal,electric_scooter,38,4.8,13.026.279,80.174.568,13.056.279,80.204.568,28.29,81,0,07.08,2.591.666.667
Moderate,C664,KOLRES17DEL03,haze,Buffet,motorcycle,33,4.8,22.569.358,88.433.452,22.599.358,88.463.452,28.03,65,0,8.38,2.473.333.333
Moderate,1F7C,COIMBRES06DEL03,haze,Buffet,motorcycle,30,4.1,11.021.278,76.995.017,11.051.278,77.025.017,25.86,73,0,7.83,25.8
Moderate,58A,COIMBRES09DEL01,haze,Snack,motorcycle,29,4.6,11.008.638,76.984.311,11.048.638,77.024.311,25.86,73,0,9.23,29.8
Moderate,7634,MUMRES04DEL01,clear sky,Buffet,scooter,36,4.4,19.254.567,72.848.923,19.294.567,72.888.923,28.01,56,0,7.71,30.35
Moderate,B258,HYDRES01DEL01,haze,Buffet,motorcycle,20,4.7,17.410.371,78.437.225,17.450.371,78.477.225,23.08,60,0,9.15,2.866.666.667
Moderate,CC2B,KNPRES17DEL01,clear sky,Drinks,motorcycle,38,4.5,26.483.042,80.317.833,26.523.042,80.357.833,25.63,42,0,10.05,34.2
Moderate,88BA,BANGRES09DEL01,haze,Snack,motorcycle,30,4.8,12.934.179,77.615.797,12.974.179,77.655.797,23.18,72,0,11.02,3.423.333.333
Moderate,D2D7,KOCRES12DEL01,light rain,Buffet,motorcycle,38,5,9.988.483,76.295.211,10.028.483,76.335.211,25.47,84,0.42,8.86,#N/A
Moderate,80C0,CHENRES17DEL03,mist,Meal,electric_scooter,32,4.6,13.045.479,8.023.311,13.105.479,8.029.311,28.28,82,0,13.76,30.15
Moderate,357E,HYDRES20DEL03,haze,Drinks,scooter,36,4.7,17.483.216,78.552.111,17.543.216,78.612.111,22.93,60,0,10.79,36.55
Moderate,2B30,PUNERES08DEL01,clear sky,Snack,motorcycle,38,4.9,1.853.408,7.389.852,1.857.408,7.393.852,23.03,48,0,10.26,3.296.666.667
Moderate,972A,BANGRES17DEL01,haze,Snack,scooter,21,4.3,12.972.532,77.608.179,13.012.532,77.648.179,22.77,72,0,7,3.396.666.667
Moderate,4DFE,COIMBRES06DEL01,haze,Meal,motorcycle,27,4.3,11.021.278,76.995.017,11.091.278,77.065.017,25.97,73,0,13.73,30.4
Moderate,A660,MUMRES20DEL01,smoke,Snack,motorcycle,33,4,19.103.249,72.846.749,19.143.249,72.886.749,27.84,57,0,8.18,3.726.666.667
Moderate,A4B6,CHENRES17DEL02,mist,Drinks,motorcycle,27,4.6,13.045.479,8.023.311,13.095.479,8.028.311,28.28,82,0,9.4,3.788.333.333
Moderate,870E,MYSRES18DEL03,clear sky,Snack,motorcycle,27,4.9,12.337.928,76.617.889,12.397.928,76.677.889,20.71,68,0,12.91,2.781.666.667
Moderate,D590,BHPRES13DEL01,clear sky,Drinks,scooter,29,4.2,23.230.791,7.743.702,23.270.791,7.747.702,22.01,43,0,09.05,3.491.666.667
Moderate,DD9A,KOCRES18DEL01,light rain,Drinks,motorcycle,33,4.9,9.957.144,76.296.783,9.997.144,76.336.783,25.68,83,0.45,9.98,#N/A
Moderate,7CDB,MYSRES08DEL01,clear sky,Meal,scooter,22,4.9,12.297.954,76.665.169,12.337.954,76.705.169,20.43,68,0,9.91,2.131.666.667
Moderate,773A,SURRES01DEL02,mist,Drinks,motorcycle,27,4.6,21.186.438,72.794.115,21.236.438,72.844.115,24.97,73,0,8.39,3.336.666.667
Moderate,7482,JAPRES13DEL03,haze,Snack,motorcycle,23,4.5,26.846.156,758.023,26.906.156,758.623,23.73,46,0,12.48,3.513.333.333
Moderate,A19F,JAPRES06DEL01,haze,Drinks,motorcycle,38,4.6,26.911.927,75.797.282,26.951.927,75.837.282,23.77,46,0,08.01,3.923.333.333
Moderate,AEBF,VADRES05DEL02,haze,Drinks,motorcycle,29,4.5,22.310.526,73.170.937,22.360.526,73.220.937,24.01,64,0,10.4,3.111.666.667
Moderate,E1C9,LUDHRES09DEL03,clear sky,Buffet,scooter,36,4.7,30.885.814,75.786.976,30.945.814,75.846.976,23.78,39,0,12.89,2.373.333.333
Moderate,2FC5,VADRES19DEL01,haze,Snack,scooter,21,4.9,22.311.844,73.165.081,22.381.844,73.235.081,23.99,64,0,13.87,33.35
Moderate,2A94,PUNERES010DEL03,clear sky,Drinks,motorcycle,22,4.2,18.539.299,73.897.902,18.569.299,73.927.902,23,48,0,9.65,3.921.666.667
Moderate,6334,JAPRES02DEL02,haze,Drinks,scooter,27,4.9,26.914.142,75.805.704,26.964.142,75.855.704,23.67,46,0,8.28,3.756.666.667
Moderate,5A41,COIMBRES05DEL03,haze,Drinks,scooter,38,4.6,11.022.169,76.999.594,11.052.169,77.029.594,25.86,73,0,08.02,3.106.666.667
Moderate,4534,COIMBRES17DEL01,haze,Snack,electric_scooter,30,4.8,11.026.117,76.944.652,11.066.117,76.984.652,25.83,73,0,8.81,32.15
Moderate,866C,MUMRES13DEL03,smoke,Snack,motorcycle,27,4,19.178.321,72.834.715,19.208.321,72.864.715,27.92,57,0,7.15,32.55
Moderate,4.00E+86,MYSRES19DEL01,clear sky,Buffet,motorcycle,22,4.8,12.334.022,76.618.203,12.404.022,76.688.203,20.78,68,0,16.31,28.35
Moderate,B017,SURRES01DEL03,mist,Drinks,motorcycle,29,4.7,21.186.438,72.794.115,21.246.438,72.854.115,24.95,73,0,10.37,36.05
Moderate,8279,VADRES19DEL01,haze,Buffet,motorcycle,33,4.9,22.311.844,73.165.081,22.381.844,73.235.081,23.99,64,0,13.87,29.55
Moderate,A405,RANCHIRES11DEL03,mist,Buffet,electric_scooter,37,4.6,23.359.194,85.325.447,23.389.194,85.355.447,20.08,83,0,7.34,2.768.333.333
Moderate,5AD6,HYDRES13DEL02,haze,Buffet,motorcycle,31,4.4,17.431.477,7.840.035,17.451.477,7.842.035,22.8,60,0,5.86,24.65
Moderate,AFD2,JAPRES03DEL01,haze,Meal,motorcycle,37,4.6,26.913.483,75.803.139,26.953.483,75.843.139,23.77,46,0,7.14,2.341.666.667
Moderate,81B8,COIMBRES07DEL03,haze,Buffet,scooter,31,4.9,1.096.185,76.971.082,1.099.185,77.001.082,26.02,73,0,8.27,2.433.333.333
Moderate,A9A2,VADRES13DEL01,haze,Drinks,motorcycle,31,4.8,22.310.237,73.158.921,22.380.237,73.228.921,23.99,64,0,13.04,3.493.333.333
Moderate,DE5F,DEHRES09DEL03,clear sky,Drinks,motorcycle,24,4.1,30.332.735,78.054.222,30.392.735,78.114.222,16.05,79,0,10.16,3.616.666.667
Moderate,6BD6,VADRES19DEL02,haze,Drinks,electric_scooter,21,4.8,22.311.844,73.165.081,22.361.844,73.215.081,24.01,64,0,11.75,3.373.333.333
Moderate,BAFF,INDORES03DEL02,haze,Meal,motorcycle,23,4.4,22.751.857,75.866.699,22.801.857,75.916.699,22.16,60,0,10.17,25.85
Moderate,BD1D,COIMBRES03DEL02,haze,Snack,motorcycle,20,4.9,11.025.083,77.015.393,11.075.083,77.065.393,26,73,0,11.34,32
Moderate,8CA2,BANGRES03DEL02,haze,Buffet,motorcycle,27,4.8,12.979.166,77.640.709,13.029.166,77.690.709,22.62,73,0,11.15,3.281.666.667
Moderate,1572,MYSRES11DEL01,clear sky,Buffet,motorcycle,38,4.2,12.323.225,76.630.028,12.363.225,76.670.028,20.61,67,0,9.92,2.611.666.667
Moderate,2ABA,COIMBRES010DEL02,haze,Meal,scooter,31,5,11.003.008,7.697.544,11.053.009,7.702.544,25.86,73,0,10.44,2.878.333.333
Moderate,897D,SURRES06DEL01,clear sky,Drinks,scooter,30,4.7,21.185.047,7.280.859,21.255.047,7.287.859,24.94,43,0,15.21,3.973.333.333
Moderate,BA12,MYSRES19DEL01,clear sky,Snack,motorcycle,32,5,12.334.022,76.618.203,12.374.022,76.658.203,20.61,67,0,9.89,2.633.333.333
Moderate,59C9,MYSRES04DEL01,clear sky,Meal,motorcycle,31,4.7,12.3085,76.665.808,12.3785,76.735.808,20.7,68,0,12.35,3.016.666.667
Moderate,806F,RANCHIRES09DEL02,mist,Buffet,motorcycle,26,4.6,23.351.058,85.325.731,23.401.058,85.375.731,19.98,83,0,9.57,2.941.666.667
Moderate,2A39,MYSRES20DEL03,clear sky,Snack,scooter,24,4.8,12.337.978,76.616.792,12.367.978,76.646.792,20.61,67,0,7.25,2.998.333.333
Moderate,CB37,ALHRES18DEL02,clear sky,Meal,scooter,39,5,25.450.317,81.831.681,25.500.317,81.881.681,25.48,43,0,9.33,2.563.333.333
Moderate,7F76,VADRES19DEL03,haze,Snack,scooter,29,5,22.311.844,73.165.081,22.401.844,73.255.081,23.97,64,0,18.12,35.05
Moderate,C90B,GOARES02DEL02,scattered clouds,Snack,motorcycle,34,4.7,15.585.658,73.743.606,15.635.658,73.793.606,28.37,69,0,10.23,31.9
Moderate,A86F,CHENRES19DEL01,mist,Buffet,scooter,27,4.9,12.986.047,80.218.114,13.026.047,80.258.114,28.46,81,0,10.89,2.886.666.667
Moderate,C30,INDORES19DEL03,haze,Meal,motorcycle,30,4.2,22.745.536,75.893.106,22.805.536,75.953.106,22.18,60,0,13.18,2.753.333.333
Moderate,8A7C,COIMBRES06DEL03,haze,Drinks,motorcycle,30,4.6,11.021.278,76.995.017,11.051.278,77.025.017,25.86,73,0,7.83,31.7
Moderate,3A44,COIMBRES06DEL03,haze,Meal,electric_scooter,25,4.8,11.021.278,76.995.017,11.051.278,77.025.017,25.86,73,0,7.83,2.271.666.667
Moderate,1C76,MYSRES18DEL01,clear sky,Meal,motorcycle,32,4.4,12.337.928,76.617.889,12.447.928,76.727.889,20.62,67,0,20.68,27.55
Moderate,6490,BANGRES010DEL01,haze,Snack,scooter,25,4.6,12.933.298,77.614.293,12.973.298,77.654.293,23.19,72,0,09.03,3.076.666.667
Moderate,553B,JAPRES11DEL01,haze,Drinks,scooter,27,4.8,2.690.294,75.793.007,2.694.294,75.833.007,23.73,46,0,7.44,3.271.666.667
Moderate,D295,KOLRES13DEL03,haze,Buffet,electric_scooter,36,4.8,22.553.227,88.353.273,22.583.227,88.383.273,27.99,65,0,06.01,24.15
Moderate,880E,MYSRES08DEL01,clear sky,Snack,scooter,30,4.7,12.297.954,76.665.169,12.367.954,76.735.169,20.7,68,0,14.26,3.116.666.667
Moderate,499F,INDORES09DEL02,haze,Snack,motorcycle,33,4.2,22.725.835,75.887.648,22.775.835,75.937.648,22.09,60,0,13.25,33.25
Moderate,21F2,HYDRES05DEL03,haze,Drinks,motorcycle,37,4.5,17.433.809,78.386.744,17.463.809,78.416.744,22.91,60,0,8.92,35.6
Moderate,D664,KOCRES01DEL02,clear sky,Meal,scooter,39,4.6,9.979.363,76.285.001,10.029.363,76.335.001,25.48,83,0,10.36,2.586.666.667
Moderate,524C,INDORES16DEL02,clear sky,Meal,scooter,22,4.6,22.744.648,75.894.377,22.824.648,75.974.377,22.23,44,0,17.48,3.076.666.667
Moderate,3902,MUMRES04DEL01,clear sky,Buffet,motorcycle,37,4.9,19.254.567,72.848.923,19.294.567,72.888.923,28.01,54,0,7.71,2.786.666.667
Moderate,CEE1,KOLRES20DEL03,haze,Snack,scooter,23,4.7,22.514.119,88.362.504,22.574.119,88.422.504,28,65,0,11.61,3.118.333.333
Moderate,4D00,COIMBRES13DEL02,haze,Drinks,scooter,26,4.6,11.003.669,76.976.494,11.053.669,77.026.494,25.86,73,0,10.47,3.846.666.667
Moderate,4FBB,MYSRES15DEL01,clear sky,Drinks,scooter,28,4.8,12.352.058,7.660.665,12.392.058,7.664.665,20.75,67,0,10.51,3.328.333.333
Moderate,D0B3,AGRRES08DEL03,clear sky,Meal,motorcycle,24,4.6,27.160.934,78.044.095,27.220.934,78.104.095,25.84,37,0,20.32,2.976.666.667
Moderate,6701,MYSRES13DEL02,clear sky,Meal,motorcycle,29,4.9,12.310.972,76.659.264,12.360.972,76.709.264,20.7,68,0,9.7,2.976.666.667
Moderate,2B3E,MYSRES19DEL02,clear sky,Drinks,motorcycle,26,4.5,12.334.022,76.618.203,12.384.022,76.668.203,20.61,67,0,13.88,3.353.333.333
Moderate,9.00E+28,BANGRES11DEL01,haze,Meal,electric_scooter,20,4.7,12.934.365,77.616.155,12.974.365,77.656.155,23.18,72,0,10.93,25.95
Moderate,82EF,MYSRES19DEL01,clear sky,Meal,scooter,39,3.6,12.334.022,76.618.203,12.404.022,76.688.203,20.8,67,0,16.31,2.638.333.333
Moderate,6F43,SURRES15DEL02,mist,Meal,motorcycle,38,4.9,21.160.522,72.771.477,21.240.522,72.851.477,24.94,73,0,13.7,3.331.666.667
Moderate,5B43,MYSRES07DEL03,clear sky,Snack,motorcycle,24,4.6,12.325.461,76.632.278,12.385.461,76.692.278,20.81,67,0,14.52,3.273.333.333
Moderate,90F1,PUNERES20DEL03,clear sky,Meal,motorcycle,21,4.6,18.592.718,73.773.572,18.652.718,73.833.572,22.44,50,0,12.65,27.6
Moderate,72C9,MYSRES07DEL03,clear sky,Snack,motorcycle,32,4.7,12.325.461,76.632.278,12.385.461,76.692.278,20.81,67,0,14.52,3.273.333.333
Moderate,4B3E,INDORES05DEL03,haze,Meal,motorcycle,24,4.5,22.727.021,75.884.167,22.787.021,75.944.167,22.14,60,0,12.87,31.5
Moderate,398F,INDORES15DEL01,haze,Snack,scooter,33,4.6,22.760.072,75.892.574,22.800.072,75.932.574,22.16,60,0,9.33,2.811.666.667
Moderate,174C,RANCHIRES18DEL03,mist,Snack,motorcycle,35,4.5,23.351.489,85.324.253,23.441.489,85.414.253,20.19,83,0,16.28,3.728.333.333
Moderate,60EC,PUNERES06DEL02,clear sky,Snack,motorcycle,20,4.7,18.546.258,73.904.337,18.596.258,73.954.337,23.03,48,0,14.37,34.15
Moderate,C483,KNPRES04DEL02,clear sky,Snack,scooter,24,5,26.471.529,80.313.458,26.521.529,80.363.458,25.65,42,0,14.51,3.498.333.333
Moderate,C71C,KNPRES09DEL03,clear sky,Meal,motorcycle,28,5,26.473.698,80.352.677,26.503.698,80.382.677,25.65,42,0,8.98,2.271.666.667
Moderate,9940,MYSRES15DEL02,clear sky,Buffet,scooter,35,4.8,12.352.058,7.660.665,12.402.058,7.665.665,20.75,67,0,11.83,2.391.666.667
Moderate,A126,BANGRES010DEL01,haze,Snack,scooter,28,4.6,12.933.298,77.614.293,12.973.298,77.654.293,23.19,72,0,8.96,30.3
Moderate,7D30,COIMBRES17DEL03,haze,Buffet,electric_scooter,23,4.7,11.026.117,76.944.652,11.056.117,76.974.652,25.82,73,0,6.76,2.503.333.333
Moderate,1383,HYDRES09DEL03,haze,Buffet,electric_scooter,29,4.6,17.431.668,78.408.321,17.461.668,78.438.321,22.94,60,0,9.27,2.921.666.667
Moderate,BFCF,KNPRES20DEL03,clear sky,Meal,scooter,29,4.5,26.47,80.35,26.5,80.38,25.65,42,0,9.93,30.9
Moderate,D123,GOARES13DEL01,mist,Meal,scooter,30,4.8,15.506.205,73.766.668,15.546.205,73.806.668,28.92,74,0,8.84,27.15
Moderate,221B,SURRES15DEL01,mist,Buffet,motorcycle,25,4.7,21.160.522,72.771.477,21.230.522,72.841.477,24.92,73,0,12.33,3.378.333.333
Moderate,16B0,INDORES11DEL01,haze,Buffet,scooter,29,4.6,22.751.234,7.588.949,22.791.234,7.592.949,22.12,60,0,11.12,26.9
Moderate,9EDC,RANCHIRES010DEL02,mist,Buffet,scooter,21,4.6,23.354.422,853.329,23.434.422,854.129,20.15,83,0,14.12,3.321.666.667
Moderate,623C,COIMBRES06DEL03,haze,Snack,motorcycle,38,4.7,11.021.278,76.995.017,11.081.278,77.055.017,25.97,73,0,12.91,32.55
Moderate,8287,SURRES17DEL01,mist,Buffet,motorcycle,24,5,21.149.569,72.772.697,21.219.569,72.842.697,24.92,73,0,13.94,3.476.666.667
Moderate,750,SURRES17DEL03,mist,Drinks,motorcycle,29,4.6,21.149.569,72.772.697,21.209.569,72.832.697,24.93,73,0,12.53,3.623.333.333
Moderate,6389,COIMBRES15DEL03,haze,Buffet,motorcycle,26,5,11.006.686,76.951.736,11.066.686,77.011.736,25.94,73,0,11.27,3.366.666.667
Moderate,2994,SURRES19DEL03,mist,Drinks,motorcycle,29,4.5,21.149.669,72.772.629,21.209.669,72.832.629,24.93,73,0,12.56,3.631.666.667
Moderate,1075,VADRES05DEL03,haze,Meal,scooter,29,4.6,22.310.526,73.170.937,22.370.526,73.230.937,24.01,64,0,13.47,2.906.666.667
Moderate,747D,INDORES03DEL01,haze,Meal,scooter,22,4.9,22.751.857,75.866.699,22.791.857,75.906.699,22.16,60,0,8.33,2.253.333.333
Moderate,7343,MUMRES16DEL02,smoke,Snack,electric_scooter,35,4.9,19.120.083,72.907.385,19.170.083,72.957.385,27.96,57,0,11.46,33.9
Moderate,1769,MYSRES18DEL01,clear sky,Snack,scooter,38,4.5,12.337.928,76.617.889,12.407.928,76.687.889,20.8,67,0,14.28,2.663.333.333
Moderate,7391,RANCHIRES19DEL02,mist,Buffet,scooter,37,4.6,23.333.017,853.172,23.383.017,853.672,20.05,83,0,9.17,2.816.666.667
Moderate,8BBE,JAPRES12DEL01,haze,Meal,scooter,33,4.8,26.902.908,75.792.934,26.942.908,75.832.934,23.73,46,0,7.52,2.348.333.333
Moderate,911E,COIMBRES16DEL03,haze,Meal,motorcycle,34,4.8,11.010.375,7.695.295,11.070.375,7.701.295,25.94,73,0,12.2,3.073.333.333
Moderate,B9EF,RANCHIRES010DEL02,mist,Snack,electric_scooter,30,4.3,23.354.422,853.329,23.434.422,854.129,20.15,83,0,14.12,3.518.333.333
Moderate,3C38,BANGRES07DEL01,haze,Snack,electric_scooter,34,4.9,12.978.453,77.643.685,13.018.453,77.683.685,22.74,73,0,08.06,2.823.333.333
Moderate,21C4,PUNERES20DEL01,clear sky,Buffet,electric_scooter,34,4.1,18.592.718,73.773.572,18.662.718,73.843.572,22.68,49,0,12.79,30.25
Moderate,3ABE,INDORES02DEL03,haze,Buffet,scooter,32,3.6,22.651.847,75.881.991,22.741.847,75.971.991,22.11,60,0,18.25,31.95
Moderate,A2EF,MUMRES01DEL01,smoke,Buffet,motorcycle,31,4.2,1.912.663,72.829.976,1.916.663,72.869.976,27.85,57,0,11.18,3.293.333.333
Moderate,DC86,KNPRES13DEL02,clear sky,Buffet,scooter,36,4.8,26.481.547,80.299.775,26.531.547,80.349.775,25.66,42,0,10.63,2.561.666.667
Moderate,C61E,KOLRES08DEL01,haze,Snack,motorcycle,24,4.8,2.253.796,88.349.843,2.257.796,88.389.843,27.99,65,0,14.31,29.7
